archiveId,title,missingTownship,missingSubject,missingDonation
PEO117,Brigadier-General William Smallwood,,person,
PEO118,General George Washington,,person,
PEO119,Lieutenant Colonel Alexander Hamilton,,person,
PEO12,Unknown Portrait,,person,
PEO120,Major General Anthony St. Clair,,person,
PEO121,Major General Frederick William von Steuben,,person,
PEO122,Major General Frederick William von Steuben,,person,
PEO123,Major General Lord Stirling,,person,
PEO124,Major General Nathaniel Greene,,person,
PEO125,Valley Forge Commissioners,,person,
PEO126,Brigadier General John Glover,,person,
PEO127,Lieutenant John Trumbull,,person,
PEO128,George Washington Statue,,person,
PEO129,General Nathaneal Greene,,person,
PEO13,Women in Welsh Costume,,person,
PEO130,George Washington,,person,
PEO132,Julius Sachse,,person,
PEO133,Bob Goshorn,,person,
PEO14,Unknown Person,,person,
PEO141,Isaac M. Anderson,,person,
PEO142,Isaac M. Anderson family,,person,
PEO143,Sally Nelson,,person,
PEO145,May-Sevcik,,person,
PEO146,William Keeley Acker Gravestone,,Gravestone,
PEO147,Studebaker event,,Studebaker event,
PEO148,Studebaker event,,Studebaker event,
PEO149,Studebaker event,,Studebaker event,
PEO15,Unidentified Group,,person,
PEO150,Studebaker event,,Studebaker event,
PEO151,Studebaker event,,Studebaker event,
PEO152,Mary McHenry engraving,,Mary McHenry,
PEO153,Mary McHenry,,Mary McHenry,
PEO153B,Back of PEO153,,Mary McHenry,
PEO16,D. Bernard Stout of Cabbagetown,,person,
PEO17,Robert and Lilly Pyle,,person,
PEO18,Simon Matko Horstick,,person,
PEO19,Mr. & Mrs. Curwen and Helen Weller,,person,
PEO2,George W. Clemmans,,person,
PEO21,David Kaufman & William M. Coates House,,person,
PEO22,Major & Surgeon George G. Groff,,person,
PEO23,Hattie Dewees,,person,
PEO24,Unidentified Person,,person,
PEO25,Unidentified Person,,person,
PEO26,"Jean Stineman, artist",,person,
PEO27,"Jean Stineman, artist",,person,
PEO28,"James J. Nugent, Tredyffrin Township",,person,
PEO29,Unknown group,,person,
PEO3,Fannie Heyburn & Grandson,,person,
PEO30,Ruth Lareaux & Dorothy Reed,,person,
PEO31,Scout Troup. leader Franklin Wandless,,person,
PEO32,Unidentified family,,person,
PEO33,Bob Nye,,person,
PEO34,Eilene Cheney,,person,
PEO35,Jim Lawson,,person,
PEO36,Joe Diamond,,person,
PEO37,Russell B. Spencer,,person,
PEO38,Ruth Baldwin,,person,
PEO39,Stanley Lunde,,person,
PEO40,Ted Meyers,,person,
PEO41,Vincent F. Hembrook,,person,
PEO42,Unknown Person,,person,
PEO43,Unidentified Group,,person,
PEO44,Unidentified Group,,person,
PEO45,Unidentified Group,,person,
PEO46,Galusha Pennypacker,,person,
PEO48,Unknown Person,,person,
PEO49,Davis Family,,person,
PEO5,Grace Sharp,,person,
PEO50,Baptist Brotherhood Baseball Team,,Sports,
PEO51,Warner Quarry workers?,,Quarry,
PEO52,Unknown woman and baby,,person,
PEO56,Rev. William T. and Mrs. Vandener,,person,
PEO57,Michead Edeesase (- maybe) as Betsy Ross,,person,
PEO58,Baptist Brotherhood Baseball Team,,person,
PEO59,Manus McMonagle,,person,
PEO6,Six People,,person,
PEO60,Simon Matko Horstick,,person,
PEO61,Stroh family,,person,
PEO62,Mrs. Dudley Kneass and Mrs. John Salvaggio,,person,
PEO63,H Hawkings and J H Kain,,person,
PEO64,Rod Broadbelt,,person,
PEO65,Rod Broadbelt,,person,
PEO66,Oliver Bair,,person,
PEO67,Mary Bair,,person,
PEO68,Franklin Burns,,person,
PEO69,Tredyffrin Township Municipal Authority,,Service,
PEO7,Six People,,person,
PEO71,"James Kennedy, chairman of Tredyffrin Supervisors",,Service,
PEO72,Dick Schultz,,Service,
PEO74,Paoli - Berwyn Little League Derby Winners,,Sports,
PEO75,Paoli - Berwyn Little League Derby Winners,,Sports,
PEO76,Paoli - Berwyn Little League Derby Winners,,Sports,
PEO78,Herb Fry and Skip Eichner,,Place,
PEO8,Emily Patterson & Florence Glissen,,person,
PEO9,Emily Patterson & Florence Glissen,,person,
PEO97,Mary Jane Aiken Wells,,person,
PEO98,Unknown Person,,person,
PEO99,Unknown Person,,person,
PEO99b,Back of PEO99,,person,
PHE01,Tom & Ann Phelan,,person,
PHE03,Merie Patricia Phelan as May Queen,,person,
PHE04,Thomas Phelan,,person,
PHO1,"Soldier's Monument, Phoenixville",,Place,
PLI01,Paoli Library,,Service,
PLI03,Old library building seen from the back of the bank.,,Service,
PM1,"Quarter Century Club, Warner Quarries",,Businesses,
PM3,Warner Company Employees,,Businesses,
POF02,Potter Farm and Leopard Road,,View,
POK13,Pennokla Farm,,Pennokla Farm,
POK14,Pennokla Farm,,Pennokla Farm,
PP2,Paoli Post Office,,Businesses,
PP5,"Anne M. Bloomer, Paoli Postmistress",,Businesses,
PP6,"Henry Schofield, Paoli Postmaster",,Businesses,
PP7,"John D. Burns, Paoli Postmaster",,person,
PP8,"Emily Shinton, Paoli Postmistress",,person,
PPO1,"Route 30 West, Paoli",,View,
PPO13,Great Valley Mill,,Mills,
PPO17,Great Valley Creek & Great Valley Mill dam,,Place,
PPO2,Lincoln Highway. Paoli,,Transportation,
PPO3,"Lincoln Highway, Paoli",,Transportation,
PPO4,"Lincoln Highway, Paoli",,Transportation,
PTE01,Paul Teamer,,person,
PTP01,"Schuylkill Interchange, Pennsylvania Turnpike",,Road,
PTP01b,Back of PTP01,,Road,
PTP02,King of Prussia Interchange,,Road,
PTP02b,Back of PTP02,,Road,
PTP04,"Valley Forge Toll Gate, PA Turnpike",,Road,
PVF1,State Park Employees,,person,
PYL01,Sarah Elizabeth Garber Pyle,,person,
PYL02,Sarah Elizabeth Garber Pyle,,person,
PYL03,Sarah Elizabeth Garber Pyle,,person,
PYL04,Elizabeth Pyle holding daughter Katherine (born 1936),,person,
PYL05,"Henry, Bob and Catherine Pyle",,person,
PYL06,Elizabeth Garber Pyle at 34 Bridge Avenue,,person,
PYL07,Elizabeth Pyle at 42 Bridge Avenue,,person,
PYL08,Elizabeth Pyle at 42 Bridge Avenue,,person,
PYL09,Abram Pyle,,person,
PYL10,"Elizabeth, Abram, and Henry Pyle",,person,
PYL11,Abram Pyle,,person,
PYL12,Elizabeth & Abram Pyle,,person,
PYL13,Abram & Henry Pyle,,person,
PYL14,Frederick Grove Pyle,,person,
PYL15,Abram holding Henry “Zeke” Pyle,,person,
PYL16,Abram Pyle,,person,
PYL17,Henry Grove “Zeke” Pyle,,person,
PYL18,Henry Grove Zeke and June Rudderow Pyle,,person,
PYL19,Henry Grove Zeke and June Rudderow Pyle,,person,
PYL20,Henry Grove “Zeke” Pyle,,person,
PYL21,Henry Grove “Zeke” Pyle,,person,
PYL22,Henry Grove “Zeke” Pyle,,person,
PYL23,"Henry, Robert, and Sarah Elizabeth Garber Pyle",,person,
PYL24,Henry Grove “Zeke” and June Rudderow Pyle,,person,
PYL25,"Pyle garage, 43 Bridge Avenue",,person,
Q03,Warner Quarry,,Quarry,
Q04,"Serpentine Quarry, Devon",,Quarry,
QTC01,Quaker Trailer Company -Display Room,,Quaker Trailer Company,
QTC02,Quaker Trailer Company -Display Room with Driveway,,Quaker Trailer Company,
QTC03,Quaker Trailer Company - Office,,Quaker Trailer Company,
QTC04,"Quaker Trailer, Quaker Trailer Company",,Quaker Trailer Company,
QTC05,Quaker Trailer Company Display Room,,Quaker Trailer Company,
QTC06,Quaker Trailer Company,,Quaker Trailer Company,
QTC07,"Quaker Trailer, Quaker Trailer Company",,Quaker Trailer Company,
QTC08,Quaker Trailer with Possible Robert M. Rakestraw,,Quaker Trailer Company,
RAD07,King of Prussia Road,,Road,
RAD08,King of Prussia Road,,Road,
RAD09,Matson Ford Road,,Road,
RAD10,Radnor view - along King of Prussia Road,,View,
RAD2,Radnor township view,,View,
RAD3,"King of Prussia Road, Radnor",,View,
RAD4,"Matson Ford Road, Radnor",,View,
RAD5,"King of Prussia Road, Radnor",,View,
RAD6,Lancaster Turnpike thru Radnor 1806,,Place,
RBE15,Berwyn,,View,
RBE49,A view looking east from Berwyn Station Bridge,,Berwyn,
RBE50,View of the 8-30 train leaving Berwyn,,Berwyn,
RBE51,MP-54s approaches WB into Berwyn,,Berwyn,
RBE9,Staff at Berwyn Station,,person,
RCA1,Cassatt Avenue,,View,
RCR05,"Red Cross Building, Berwyn",,Service,
RCR06,"Renovations of the Red Cross Building, Berwyn",,Service,
RCR08,American Red Cross -  Paoli / Wayne Branch,,Service,
RCR1,Red Cross,,Service,
RCR2,Red Cross Building,,Service,
RCR3,"Paoli Red Cross, Berwyn",,Service,
RDE17,Railroad Crash near Devon Station,,Devon,
RDS02,Chevy,,Transportation,
RDS03,"Milestone 27, Lancaster Turnpike",,Road,
RDS04,"Milestone 28, Lancaster Turnpike",,Road,
RDS06,Conestoga Wagon,,Road,
RDS06b,Back of RDS06,,Road,
RDS07,"Valley Forge interchange, Pennsylvania Turnpike. Same as PTP03",,Road,
RDS07b,Back of RDS07,,Road,
RF20,Janet Brownlie Robertson Gerow,,person,
RIH01,Richardson Home,,Service,
RML40,"Devault Station, PRR",,Devault,
RON01,Group at TE High School,,person,
RON02,Mr. Roney,,person,
ROR08,Roller Rink,,Place,
ROR09,Roller Rink,,Place,
ROR1,Roller Rink,,Businesses,
ROR10,Roller Rink,,Place,
ROR11,Roller Rink,,Place,
ROR12,Roller Rink,,Place,
ROR13,Roller Rink,,Place,
ROR14,Roller Rink,,Place,
ROR15,Roller Rink,,Place,
ROR16,Roller Rink,,Place,
ROR17,Roller Rink,,Place,
ROR18,Roller Rink,,Place,
ROR19,Roller Rink,,Place,
ROR2,Roller Rink,,Businesses,
ROR20,Roller Rink,,Place,
ROR21,Roller Rink,,Place,
ROR3,Roller Rink,,Place,
ROR4,Roller Rink,,Businesses,
ROR5,Roller Rink,,Businesses,
ROR6,Roller Rink,,Businesses,
ROR7,Roller Rink,,Businesses,
RR01,West Chester pike at Highland Park,,Transportation,
RWL01,Robinson-Welburn Lodge,,building,
SAM02,Unknown Pond Location,,View,
SAM03,Unknown Pond Location,,View,
SAM1,Boating on Unknown Mill Pond,,Place,
SBC02,Wanda Stanber(?) lunch party,,People,
SBC03,Wanda Stanber(?) lunch party,,People,
SBC04,Jean Dinwoodie at Wanda Stanber(?) lunch party,,People,
SBC05,Wanda Stanber(?) lunch party,,People,
SBC07,Wanda Stanber(?) lunch party,,People,
SBC08,Wanda Stanber(?) lunch party,,People,
SBC09,Wanda Stanber(?) lunch party,,People,
SBC10,Wanda Stanber in Chandri at lunch party,,People,
SBC11,Wanda Stanber in Chandri at lunch party,,People,
SBC12,Wanda Stanber(?) lunch party,,People,
SCH13,Unknown School Class,,person,
SCH14,Unknown School Class,,person,
SCP01,Rededication of Stone Chimney Picket plaque,,Place,
SCP02,Rededication of Stone Chimney Picket plaque,,Place,
SCP03,Rededication of Stone Chimney Picket plaque,,Place,
SCP04,Rededication of Stone Chimney Picket plaque,,Place,
SCU05,"Schuylkill River, Conshohocken",,Place,
SCU05b,Back of SCU05,,Place,
SCU06,"Schuylkill, Valley Forge",,Place,
SCU06b,Back of SCU06,,Place,
SCU08,Schuylkill River,,View,
SCU09,"Stereoscopic View of Schuylkill and Reading railroad at Valley Forge

Stereocard",,View,
SCU10,"Catfish Island, Schuylkill aerial view",Schuylkill,,
SCU11,Schuylkill and Catfish Island,Schuylkill,,
SCU12,"Whistle Point Marker, VFNHP",Schuylkill,,
SCU13,"Whistle Point Marker, VFNHP",Schuylkill,,
SCU14,"Mile Markers, Schuylkill River",Schuylkill,,
SCU15,"Abutments, Schuylkill River",Schuylkill,,
SCU16,"Abutments, Schuylkill River",Schuylkill,,
SCU17,"Abutments, Schuylkill River",Schuylkill,,
SCU18,"Abutments, Schuylkill River",Schuylkill,,
SCU19,"Creek, Schuylkill River",Schuylkill,,
SCU20,Schuylkill River Embankment,Schuylkill,,
SCU21,"Embankment, Schuylkill River, VFNHP",Schuylkill,,
SCU22,"Embankment, Schuylkill River",Schuylkill,,
SCU23,"Mile Markers, Schuylkill Division, PRR",Schuylkill,,
SCU3,Site of Sullivan's Bridge,,Place,
SCU4,"Site of Sullivan’s Bridge, Valley Forge",,View,
SHA02,Unknown Stone Bridge over river,,View,
SHA03,Unknown Body of water and surrounding farm home area,,View,
SHA04,Unknown Waterfall over stone,,View,
SHA05,Unknown Fountain,,View,
SHA06,Unknown Building,,View,
SHA07,Unknown Buildings,,View,
SHA08,Unknown Body of water and bridge,,View,
SHA09,Unknown Body of water and surrounding countryside,,View,
SHA10,Hawthorne Buildings,,View,
SHA11,Hawthorne Barn,,View,
SHA18,Hawthorne view from house,,View,
SHA19,"Joseph W. Sharp, Sr.",,person,
SHA20,Stone Bridge at Hawthorne,,Place,
SHA21,Twin Oaks at Hawthorne,,Place,
SLC02,"St Lukes, Devon",,Tredyfrin,
SOH1,Sorrel Horse Inn,,inn,
SOH2,Sorrel Horse Inn,,inn,
SSB01,Surrey Services,,Service,
SSB02,Surrey Services,,Service,
SSB03,Surrey Services,,Service,
STR04,Site of Devon Square Shopping Center,,Place,
STR05,New Section of Sugartown Road,,Place,
STR06,Site of Devon Square Shopping Center,,Place,
STR07,New Section of Sugartown Road,,Place,
STR09,Site of Devon Square Shopping Center,,Place,
STR1,"Strafford Road, Strafford",,Place,
STR10,Devon Square Shopping Center,,Place,
STR11,Devon Square Shopping Center,,Place,
STR14,Old Eagle School Road,,Place,
STR15,Old Eagle School Road,,Place,
STR16,"Corner of Lancaster Avenue and Old Eagle Road, Strafford",,Place,
STR17,"Corner of Lancaster Avenue and Old Eagle Road, Strafford",,Place,
STR18,"Corner of Lancaster Avenue and Old Eagle Road, Strafford",,Place,
STR19,"Corner of Lancaster Avenue and Old Eagle Road, Strafford",,Place,
STR2,"Devon Square, Strafford  Leasing Plan",,Place,
STR20,"Corner of Lancaster Avenue and Old Eagle Road, Strafford",,Place,
STR3,"Spread Eagle Village, Strafford",,Place,
STR92,Old Eagle and Upper Gulph Roads,,View,
STR93,Old Eagle and Upper Gulph Roads,,View,
STR94,Old Eagle and Upper Gulph Roads,,View,
SVR01,"South Valley Road, Paoli",,View,
SVR02,"South Valley Road, Paoli",,View,
SVR03,"South Valley Road, Paoli",,View,
SVR04,"South Valley Road, Paoli",,View,
SVR05,"South Valley Road, Paoli",,View,
SVR06,"South Valley Road, Paoli",,View,
SVR07,"South Valley Road, Paoli",,View,
SVR08,"South Valley Road, Paoli",,View,
SVR09,"South Valley Road, Paoli",,View,
SVR10,"South Valley Road, Paoli",,View,
SVR11,"South Valley Road, Paoli",,View,
SWE14,Junction of Swedesford Road (202) and Old Eagle School Road,,Road,
TCC1,Tredyffrin Country Club,,View,
TEC01,First History Club Banquet at Windmill Tea Room,,person,
TEC02,"Placecard, First History Club Banquet at Windmill Tea Room",,person,
TEC03,History Club Banquet,,person,
TEC04,History Club Banquet at Wayside Inn,,person,
TEC05,History Club Picnic,,person,
TEC06,History Club Picnic,,person,
TEC08,History Club Picnic,,person,
TEC09,History Club Banquet,,person,
TEC10,History Club Banquet,,person,
TEC11,History Club Banquet,,person,
TEC12,History Club Banquet,,person,
TEC13,History Club Banquet,,person,
TEC14,History Club Meeting,,Service,
TEC15,History Club Meeting,,Service,
TEC16,History Club Meeting,,Service,
TEC17,History Club Meeting,,Service,
TEC18,"Mildred Kirkner, Grace Winthrope",,person,
TEC19,Mrs Eleanor Dunwoody and Frances Liggett,,person,
TEC21,TE History Club 50th Anniversary at Duportail House,,person,
TEC22,TE History Club 50th Anniversary at Duportail House,,person,
TEC25,TE History Club 50th Anniversary at Duportail House,,person,
TEC27,"TE History Club picnic, 1999",,person,
TEC28,"TE History Club picnic, 1999, Andrews House",,person,
TEC29,"Seated at table (clockwise): Mary Lamborn, Ed & Helen Hayes, Dorothy Stanley, Mildred Kirkner, Libbie Weaver.

Standing: David Wilson (leaning over), Bill Andrews (hand to face), Skip Eichner (striped shirt)",,person,
TEC30,"Left to right: Dorothy Stanley, Mildred Kirkner, Libby Weaver, David Wilson",,person,
TEC31,"Near table (clockwise): Eleanor Chworowsky, Betty Ripka, Barbara Fry, Herb Fry, Joan McCracken, Jim MCCracken",,person,
TEC32,"Ray and Eva Noll, Mary Lamborn (with back turned)",,person,
TEC33,"Eichner daughter and grandchild;
Eva and Ray Noll;
Standing middle distance: Skip Eichner (striped shirt), Bill Andrews (dark shirt), Howard Housworth (left, standing erect, light shirt), Jim Huston (right)",,person,
TEC37,TE History Club Banquet at Trinity Presbyterian Church,,person,
TEC38,TE History Club Banquet at Trinity Presbyterian Church,,person,
TEC39,TE History Club Banquet at Trinity Presbyterian Church,,person,
TEC40,Eleanor Dunwoody and Mary Sues(?),,person,
TEC41,TE History Club 1984 picnic,,person,
TEC42,Bob Goshorn,,person,
TEC43,TE History Club 1984 picnic,,person,
TEH2,Cast of Daddy Long Legs,,person,
TEH25,Tredyffrin-Easttown High School,,person,
TEH26,"T-E High School Class of 1941, 50th reunion",Frazer,,
TEH29,"T-E High School Class of 1941, 15th reunion",West Chester,,
TEH3,"T-E High School Basketball Team, 1920",,person,
TEH53,"Girls Basketball Team, 1920 - 21, TE High School",,Sports,
TEH55,Independence Day Rally at Berwyn,,Service,
TEH56,Independence Day Rally at Berwyn,,Service,
TEH57,Independence Day Rally at Berwyn,,Service,
TEH58,Independence Day Rally at Berwyn,,Service,
TEH59,Independence Day Rally at Berwyn,,Service,
TEH60,"Program, Independence Day Rally, 7/4/1917",,Service,
TEH61,"Program, Independence Day Rally, 7/4/1917",,Service,
TEH62,"Program, Independence Day Rally, 7/4/1917",,Service,
TEH63,"Program, Independence Day Rally, 7/4/1917",,Service,
TEH78,Berwyn Baseball Club,,Sports,
TEH79,Berwyn Baseball Club,,Sports,
TEH80,Berwyn Baseball Club,,Sports,
TEH81,Berwyn Baseball Club,,Sports,
TEH82,Berwyn Baseball Club,,Sports,
TPS01,Tea Party at Stirling's Quarters in honor of Compilers of 'Great Valley Days',,person,
TPS02,Tea Party at Stirling's Quarters in honor of Compilers of 'Great Valley Days',,person,
TPS03,Tea Party at Stirling's Quarters in honor of Compilers of 'Great Valley Days',,person,
TPS04,Tea Party at Stirling's Quarters in honor of Compilers of 'Great Valley Days',,person,
TPS05,Tea Party at Stirling's Quarters in honor of Compilers of 'Great Valley Days',,person,
TRE04,View of the Great Valley,,View,
TRE05,View of the Great Valley,,View,
TRE1,Tredyffrin Police Cars,,Services,
TRE11,Tredyffrin township building,,Place,
TRE12,Tredyffrin township building,,Place,
TRE14,"Tredyffrin township building, Old Lancaster Road",,building,
TRE15,"Tredyffrin township building, Old Lancaster Road",,Place,
TRE16,View of Great Valley from Howellville Road,,View,
TRE17,View of the Great Valley,,View,
TRE18,View of the Great Valley,,View,
TRE19,View of the Great Valley,,View,
TRE2,"Tredyffrin Township Building, Berwyn",,Service,
TRE20,View of the Great Valley,,View,
TRE21,View of the Great Valley,,View,
TRE22,View of the Great Valley,,View,
TRE3,Church Road looking south,,View,
TRS01,Sycamore tree by Swedesford Road,,View,
TRS02,Sycamore tree by Swedesford Road,,View,
TRS03,Sycamore tree by Swedesford Road,,View,
TRS04,Sycamore tree by Swedesford Road,,View,
TRS05,Sycamore tree by Swedesford Road,,View,
TRS06,Trees on Colonel Dewees Road,,View,
TRS07,Trees on Colonel Dewees Road,,View,
TRS08,Trees on Colonel Dewees Road,,View,
TRS09,"Trees on Crooked Lane, King of Prussia",,View,
TRS10,Double Tree,,View,
UFG10,"Upper Forge, Valley Forge",,Place,
UFG12,"Site of Old Forge, Valley Forge, PA",,View,
UFG33,Upper Forge Waterwheel,,,donation:0
UMY01,"Outdoor Pool, Upper Mainline YMCA",,Sports,
UMY02,"Tennis Courts, Upper Mainline YMCA",,Sports,
UMY03,"Outdoor Pool, Upper Mainline YMCA",,Sports,
VC01,Valley Creek and Valley Forge Road,,View,
VC02,View from Knox Covered Bridge,,View,
VC03,Valley Creek Road,,Road,
VC04,Valley Creek Road,,Road,
VC05,View from Valley Creek Road,,Road,
VC06,Valley Creek Road,,Road,
VC07,Valley Creek,,Place,
VC08,Valley Creek,,Place,
VC09,Valley Creek from Observation Tower,,View,
VC10,Valley Creek at the Covered Bridge,,View,
VC11,Valley Creek from Washingtons Headquarters,,View,
VC12,Old Stone Bridge over Valley Creek and the Washington Inn,,View,
VC14,Valley Creek,,Place,
VC14b,Back of VC14,,Place,donation:0
VC15,Valley Creek Road,,Road,
VC15b,Back of VC15,,Road,
VC16,Valley Creek Road,,Road,
VC16b,Back of VC16,,Road,
VC17,Valley Creek,,Place,
VC17b,Back of VC17,,Place,
VC18,"Scree Slope, Valley Creek",,View,
VC19,Valley Creek and Bridge,,View,
VC20,Valley Creek,,Place,
VC21,View of Valley Creek from Mount Joy,,View,
VC22,View of Valley Creek,,View,
VC23,Valley Creek,,View,
VC26,Valley Creek at Knox Covered Bridge,,View,
VC27,View up Valley Creek,,View,
VC28,Phoenixville Road bridge over Valley Creek,,Road,
VC29,Phoenixville Road bridge over Valley Creek,,Road,
VC34,Valley Creek,,View,
VC35,Valley Creek near Old Forge,,View,
VCB07,Valley Creek Bridge,,View,
VCB6,Bridge over Valley Creek,,Place,
VFD1,Valley Forge Dam,,Place,
VFD11,Site of Old Forge,,View,
VFD12,Valley Forge Dam (c. 1930),,Place,
VFD13,Valley Forge c. 1790 dam,,Place,
VFD16,Valley Creek 1930s Dam,,Place,
VFD16b,Back of VFD16,,Place,
VFD18,Valley Forge Dam,,View; Schuylkill/U. Merion,
VFD20,Valley Forge Mill Dam,,Place,
VFD21,Valley Forge Dam,,View,
VFD22,Valley Forge Dam,,View,
VFD8,Valley Forge c. 1790 dam,,Place,
VFD9,"The Dam, Valley Creek",,View,
VFM1,Valley Forge Music Fair,,Businesses,
VFP1,Valley Forge Park Inner Line Drive,,View,
VFP10,Valley Creek near Washington Spring,,View,
VFP101,Valley Forge Park Drive (parallel with the entrenchments),,Road,
VFP11,Valley Forge Ruins,,View,
VFP119,Dogwoods at Valley Forge,,View,
VFP121,"Fatland Ford, Schuylkill",,Place,
VFP140,On the Inner Line Boulevard,,Road,
VFP147,View of Washington’s Headquaters Parking Area,,View,
VFP147b,Back of VFP147,,View,
VFP148,Boulevard along entrenchments at Valley Forge,,Road,
VFP155,Schuylkill at Valley Forge,,View,
VFP156,Schuylkill River,,View,
VFP157,View eastwards from Inner Line Drive,,View,
VFP158,Valley Forge Hills,,View,
VFP220,Continental Hospital Hut,,View,
VFP228,Valley Forge Village marker,,Valley Forge,
VFP229,Valley Forge Village marker,,Valley Forge,
VFP26,Road to Fatlands Ford,,Place,
VFP28,Waterman's Monument,,Place,
VFP32,New Jersey Monument,,Place,
VFP33 (was,Valley Forge National Historical Park Visitor's Center,,Place,
VFP34,Star Redout,,Place,
VFP36,St. Gabriel's Hall,,Service,
VFP4,"1930s Dam, Valley Forge National Historical Park",,Place,
VFP41,"Cannon, Valley Forge",,View,
VFP43,"Dogwood, Valley Forge",,View,
VFP44,Valley Forge Park Road,,Road,
VFP50,"Dogwoods, Valley Forge",,View,
VFP51,"Dogwoods, Valley Forge",,View,
VFP52,"Dogwoods, Valley Forge",,View,
VFP53,"Dogwoods, Valley Forge",,View,
VFP54,"Dogwoods, Valley Forge",,View,
VFP55,"Star Redoubt, Valley Forge",,Place,
VFP56,Valley Forge redoubt,,Place,
VFP59,Valley Forge view,,View,
VFP6,Valley Forge PA - Old Barracks (a relict of the revolution),,View; Upper Merion?,
VFP60,Valley Forge view,,View,
VFP61,Schuykill River in flood,,View,
VFP68,"Huntingdon Park, Valley Forge",,View,
VFP69,Valley Forge hills,,View,
VFP73,"Road to Observatory, Valley Forge",,View,
VFP82,Washingtons Headquarter’s area,,View,
VFP82b,Back of VFP82,,View,
VFP84,"State Road, Valley Forge",,Road,
VFP84b,Back of VFP84,,Road,
VFP87,"Washington’s Lane, Valley Forge",,Road,
VFP87b,Back of VFP87,,Road,
VFP89,"Boulevard, Valley Forge",,Road,
VFP89b,Back of VFP89,,Road,
VFP9,Unknown Ruins at Valley Forge,,Place,
VFP95,View of Valley Forge,,View,
VFP95b,Back of VFP95,,View,
VFQ1,Valley Forge Quarry,,Quarry,
VFS02,"New Valley Forge Station, built around 1912",,Place,
VFV16,"Valley Forge Fife and Drum Band outside the POSofA (Patriotic Order of Sons of America) Hall, Mathews Free Library.",,person,
VFV17,"Valley Forge, 1878",,View,
VFV18,"Four Generations of the Rowan family outside the store at Valley Forge on Labor Day, September 2, 1912",,person,
VFV19,"Valley Forge village, looking west",,Place,
VFV2,"Town of Valley Forge, PA Washington’s Headquarters",,View,
VFV21,Valley Forge,,Place,
VFV22,"Valley Forge Village, looking from the east",,Place,
VFV23,Outside Washingtons Headquarters,,View,
VFV24,Imported Forge,,View,
VFV25,Imported Forge,,View,
VFV26,Interior Imported Forge,,View,
VFV27,Valley Forge Village,,View,
VFV30,State Road crossing Valley Creek,,Road,
WAB04,Waterloo Avenue,,Road,
WAB05,"Waterloo Avenue, Berwyn",,View,
WAB06,"Waterloo Avenue, Berwyn",,View,
WAB08,"Waterloo Avenue, Berwyn",,Road,
WAB09,"Waterloo Avenue, Berwyn",,Road,
WAB1,"Waterloo Avenue, Berwyn",,Place,
WAB10,Waterloo Avenue,,Road,
WAB2,"Waterloo Ave., south from Berwyn Ave",,Road,
WAF01,Lewis Walker monument,,Place,
WAF02,Lewis Walker monument,,Place,
WAM15,Darby Creek at Waterloo Mills,,View,
WAM15b,Back of WAM15,,View,
WAR2,Warner Quarry workers,,person,
WAR3,Warner Quarry workers,,person,
WAR5,Warner Quarry workers,,person,
WAR8,Cedar Hollow Kilns,,Businesses,
WCU1,Margaret Currie,,person,
WHQ13,Washington Inn,,inn,
WHQ27,Washington's Headquarters,,Place,
WHQ28,"Chimney repair, Washington’s Headquarters, December 7th, 1934",,Place,
WHQ29,"Elm Tree at Washington’s Headquarters, March 27, 1934",,Place,
WHQ31,"Washington's Headquarters, Valley Forge",,Place,
WHQ32,Washington’s Headquarters,,Place,
WIF01,Della Williams,,person,
WIF02,Joseph Williams,,person,
WIF03,Grandfather Williams and Uncle Joe Williams at Williams farm in the Great Valley,,person,
WIF04,Grandfather Williams and Uncle Joe Williams at Williams farm,,person,
WIF05,Della H. Williams,,person,
WIF06,Della Williams in Atlantic City,,person,
WIF07,Della Williams,,person,
WIF08,Della & Joe Williams,,person,
WIF09,Della & Jennie Williams,,person,
WIF10,Jennie Williams about 32 years old,,person,
WIF11,"John Alexander Williams of Berwyn, about 30 years old",,person,
WIL01,Eliza Siter Wilson,,person,
WIL02,David Wilson,,person,
WIL03,Emma Jane Wilson,,person,
WIL04,Winfield Scott Wilson,,person,
WIL05,"David Wilson, 1860 - 1925",,person,
WIL06,"William West Wilson, 1884 - 1976",,person,
WIL07,William West & Marie Wilson,,person,
WIL08,William West Wilson,,person,
WOA01,"Woodside Avenue, Berwyn",,View,
WOA02,"Woodside Avenue, Berwyn",,View,
WRB01,Wilson Road Bridge over unnamed tributary of Valley Creek,,Bridge,
WRB03,Wilson Road Bridge over unnamed tributary of Valley Creek,,Bridge,
WRB04,Wilson Road Bridge over unnamed tributary of Valley Creek,,Bridge,
WRB05,Wilson Road Bridge over unnamed tributary of Valley Creek,,Bridge,
WRD05,Waterloo Road,,Place,
WRD09,"Waterloo Road, Devon",,Road,
WRD1,"Waterloo Road at Arlington Road (now Lancaster Avenue), Devon",,View,
WRD10,"Waterloo Road, Devon",,Road,
WRD11,"Waterloo Road, Devon",,View,
WRD12,"Waterloo Road and Railroad Bridge, Devon, PA",,Road,
WRD2,North Waterloo Road looking south towards Devon Station,,View,
WRD3,"Waterloo Road, Devon",,View,
WRD4,"Waterloo Road, Devon",,View,
WSP01,Washington’s Spring,,Place,
WSP02,Washington’s Spring,,Place,
